id	year	author	title	link
_nie061nieu01_01.nederlab.folia.txt	ca. 1810	anoniem	een nieuw lied	https://www.dbnl.org/titels/titel.php?id=_nie061nieu01
mull031alph01_01.nederlab.folia.txt	ca. 1850-1860	j.f.l. müller	alphabetisch letterkransje	https://www.dbnl.org/titels/titel.php?id=mull031alph01
_gid001184001_01.nederlab.folia.txt	1840	gids, de	de gids. jaargang 4	https://www.dbnl.org/titels/titel.php?id=_gid001184001
bass001vlaa01_01.nederlab.folia.txt	1905	maurits basse	de vlaamsche beweging van 1905 tot 1930	https://www.dbnl.org/titels/titel.php?id=bass001vlaa01
_vla010185801_01.nederlab.folia.txt	1858	vlaamsche school, de	de vlaamsche school. jaargang 4	https://www.dbnl.org/titels/titel.php?id=_vla010185801
_nie110nieu01_01.nederlab.folia.txt	1806	anoniem	een nieuw lied van een meisje, welke drie jaren als jager onder de fransche legers heeft gediend, en in de slag voor austerlitz is gewond geworden	https://www.dbnl.org/titels/titel.php?id=_nie110nieu01
_nie145nieu01_01.nederlab.folia.txt	ca. 1810	anoniem	een nieuw lied: niets anders kan myn vermaken, als dat de zomer aankomt	https://www.dbnl.org/titels/titel.php?id=_nie145nieu01
beet005gedi06_01.nederlab.folia.txt	1905	nicolaas beets	gedichten. deel 2	https://www.dbnl.org/titels/titel.php?id=beet005gedi06
geld067aise01_01.nederlab.folia.txt	ca. 1907	p.j. van geldorp	a is een aapje	https://www.dbnl.org/titels/titel.php?id=geld067aise01
_gid001185301_01.nederlab.folia.txt	1853	gids, de	de gids. jaargang 17	https://www.dbnl.org/titels/titel.php?id=_gid001185301
_bew001191101_01.nederlab.folia.txt	1911	beweging, de	de beweging. jaargang 7	https://www.dbnl.org/titels/titel.php?id=_bew001191101
goej001klei01_01.nederlab.folia.txt	1872	reinoudina de goeje	de kleine jo	https://www.dbnl.org/titels/titel.php?id=goej001klei01
jehu001neld03_01.nederlab.folia.txt	1914	felicie jehu	nel de ontembare	https://www.dbnl.org/titels/titel.php?id=jehu001neld03
cerv001wond01_01.nederlab.folia.txt	ca. 1867	miguel de cervantes saavedra	de wonderbare avonturen van ridder don quichot van mancha en zijn schildknaap sancho-pansa	https://www.dbnl.org/titels/titel.php?id=cerv001wond01
kerc007voll11_01.nederlab.folia.txt	1871	pieter frans van kerckhoven	volledige werken. deel 10	https://www.dbnl.org/titels/titel.php?id=kerc007voll11
_gid001185201_01.nederlab.folia.txt	1852	gids, de	de gids. jaargang 16	https://www.dbnl.org/titels/titel.php?id=_gid001185201
_nut003nutt01_01.nederlab.folia.txt	ca. 1850-1860	anoniem	nuttige ontdekkingen door afbeeldingen gedagteekend	https://www.dbnl.org/titels/titel.php?id=_nut003nutt01
_jaa002182601_01.nederlab.folia.txt	1826	jaarboek van de maatschappij der nederlandse letterkunde [1801-1900]	jaarboek van de maatschappij der nederlandse letterkunde, 1826	https://www.dbnl.org/titels/titel.php?id=_jaa002182601
bild002dich14_01.nederlab.folia.txt	1859	willem bilderdijk	de dichtwerken van bilderdijk. deel 13	https://www.dbnl.org/titels/titel.php?id=bild002dich14
hulz002ontr02_01.nederlab.folia.txt	1908	gerard van hulzen	de ontredderden. tweede bundel	https://www.dbnl.org/titels/titel.php?id=hulz002ontr02
_jaa002188501_01.nederlab.folia.txt	1885	jaarboek van de maatschappij der nederlandse letterkunde [1801-1900]	jaarboek van de maatschappij der nederlandse letterkunde, 1885	https://www.dbnl.org/titels/titel.php?id=_jaa002188501
swar014will01_01.nederlab.folia.txt	1572-1584	k.w. swart	willem van oranje en de nederlandse opstand 1572-1584	https://www.dbnl.org/titels/titel.php?id=swar014will01
groe009arch05_01.nederlab.folia.txt	1574-1577	g. groen van prinsterer	archives ou correspondance inédite de la maison d'orange-nassau (première série). tome v 1574-1577	https://www.dbnl.org/titels/titel.php?id=groe009arch05
cons001voll10_01.nederlab.folia.txt	1912	hendrik conscience	volledige werken 10. de plaag der dorpen. eene welopgevoede dochter	https://www.dbnl.org/titels/titel.php?id=cons001voll10
jelg001theo01_01.nederlab.folia.txt	1827-1830	johannes jelgerhuis	theoretische lessen over de gesticulatie en mimiek	https://www.dbnl.org/titels/titel.php?id=jelg001theo01
coll001nieu01_01.nederlab.folia.txt	1920	a. van collem	liederen. deel 4	https://www.dbnl.org/titels/titel.php?id=coll001nieu01
_gid001189401_01.nederlab.folia.txt	1894	gids, de	de gids. jaargang 58	https://www.dbnl.org/titels/titel.php?id=_gid001189401
_eer002eers01_01.nederlab.folia.txt	ca. 1850-1860	anoniem	eerste kindergedichtjes aan moeders schoot	https://www.dbnl.org/titels/titel.php?id=_eer002eers01
